target,alt_target,ra,dec,tmag,priority,duration,comments
TIC 443980151.0,9196564010004,271.7250619817132,-27.49371954461908,11.95416,4,2,"P=11.48h, Amp=1.74mag, CVprob=0.98, Bulge"
TIC 248884088.0,9151513002938,272.2430904284995,-27.05336953270248,11.4465885,4,2,"P=23.39h, Amp=1.68mag, CVprob=0.98, Bulge"
TIC 195952908.0,9253891012986,270.27981161769503,-28.072450990737053,11.879955,4,2,"P=23.08h, Amp=1.48mag, CVprob=0.98, Bulge"
TIC 443746673.0,9176083009911,271.6943539791937,-27.25758600187133,11.75583,4,2,"P=23.09h, Amp=1.53mag, CVprob=0.98, Bulge"
TIC 407809140.0,9294863001276,271.3375264092771,-28.518107431833204,11.737513,4,2,"P=15.90h, Amp=1.32mag, CVprob=0.98, Bulge"
TIC 408176908.0,9290768010628,271.4390435254965,-28.450164014642763,11.708242,4,2,"P=15.90h, Amp=1.67mag, CVprob=0.98, Bulge"
TIC 377462333.0,9053217000668,272.941097810251,-26.065769562550816,11.674955,4,2,"P=3.18h, Amp=1.84mag, CVprob=0.98, Bulge"
TIC 407370697.0,9106446009151,271.246395704763,-26.56964383926084,11.641716,4,2,"P=11.53h, Amp=1.73mag, CVprob=0.98, Bulge"
TIC 248715160.0,9180184008569,272.11333825263256,-27.28530173841789,11.6644,4,2,"P=6.07h, Amp=1.54mag, CVprob=0.98, Bulge"
TIC 443743379.0,9196563009944,271.67310819483424,-27.502100485558717,11.796814,4,2,"P=23.08h, Amp=1.68mag, CVprob=0.98, Bulge"
TIC 249640271.0,8913960006605,273.5585693691981,-24.595808456799315,11.691739,4,2,"P=11.94h, Amp=1.91mag, CVprob=0.98, Bulge"
TIC 407809130.0,9294864003362,271.3910922399726,-28.5174757923119,11.615496,4,2,"P=15.90h, Amp=1.69mag, CVprob=0.98, Bulge"
TIC 165933978.0,8688696020142,274.923543463189,-22.407047957111335,11.470954,4,2,"P=8.00h, Amp=2.44mag, CVprob=0.98, Bulge"
TIC 443978082.0,9184276007480,271.8069069616457,-27.34219999730291,11.472324,4,2,"P=23.15h, Amp=2.08mag, CVprob=0.98, Bulge"
TIC 249450801.0,9045024007908,272.868584923116,-25.92556917878573,11.525539,4,2,"P=5.26h, Amp=1.49mag, CVprob=0.98, Bulge"
TIC 248714968.0,9176088004060,272.14096849036326,-27.299459331506245,11.84564,4,2,"P=11.48h, Amp=1.84mag, CVprob=0.98, Bulge"
TIC 377360951.0,9032738008662,272.9860645403488,-25.852934142291044,11.262732,4,2,"P=4.24h, Amp=1.81mag, CVprob=0.98, Bulge"
TIC 248716578.0,9163800000033,272.1173114892036,-27.17164446836866,11.541328,4,2,"P=6.06h, Amp=1.61mag, CVprob=0.98, Bulge"
TIC 407720123.0,9188367013834,271.33123699297374,-27.398884817720624,13.82486,4,2,"P=3.47h, Amp=1.37mag, CVprob=0.98, Bulge"
TIC 248717064.0,9163801000583,272.18998994698933,-27.13181508640935,11.846142,4,2,"P=8.25h, Amp=1.63mag, CVprob=0.98, Bulge"
TIC 248717533.0,9159704003027,272.1688683618838,-27.09459736931243,11.892846,4,2,"P=11.50h, Amp=1.22mag, CVprob=0.98, Bulge"
TIC 248581093.0,9110551009900,272.08379492661186,-26.630454660054195,11.56727,4,2,"P=23.08h, Amp=1.87mag, CVprob=0.98, Bulge"
TIC 377461520.0,9049122007051,272.9859288953468,-26.00112573970581,11.7864685,4,2,"P=3.18h, Amp=1.34mag, CVprob=0.98, Bulge"
TIC 1609051218.0,9069593005685,272.2500903980523,-26.16473378027772,14.690292,4,2,"P=11.94h, Amp=1.75mag, CVprob=0.98, Bulge"
TIC 406979604.0,9139213004310,271.1385696897557,-26.913638597277775,13.26776,4,2,"P=23.31h, Amp=1.65mag, CVprob=0.98, Bulge"
TIC 248458623.0,9004053010188,271.91218333101494,-25.525079075696468,11.349802,4,2,"P=3.14h, Amp=2.79mag, CVprob=0.98, Bulge"
TIC 248411902.0,9204758008130,271.9459419606061,-27.554468570130727,11.443381,4,2,"P=22.08h, Amp=1.29mag, CVprob=0.98, Bulge"
TIC 406474261.0,9294859011387,270.9381772506122,-28.51231680885107,11.420873,4,2,"P=14.82h, Amp=2.37mag, CVprob=0.98, Bulge"
TIC 406384982.0,9315336004031,270.7876352716404,-28.715836113177303,11.793258,4,2,"P=15.90h, Amp=1.19mag, CVprob=0.98, Bulge"
TIC 443746818.0,9171987009254,271.6377832271655,-27.247612896650804,11.709498,4,2,"P=7.94h, Amp=1.31mag, CVprob=0.98, Bulge"
TIC 196404663.0,9290756005723,270.4021515101844,-28.463282469603264,14.067554,4,2,"P=3.85h, Amp=1.41mag, CVprob=0.98, Bulge"
TIC 248717597.0,9159704008016,272.16319278664406,-27.088629577603765,11.682128,4,2,"P=11.53h, Amp=1.84mag, CVprob=0.98, Bulge"
TIC 268405639.0,8946725006874,273.3337574197801,-24.95507674573804,11.579088,4,2,"P=10.77h, Amp=2.52mag, CVprob=0.98, Bulge"
TIC 196394915.0,9253893005427,270.4173026159499,-28.062775637187887,11.462454,4,2,"P=0.12h, Amp=1.31mag, CVprob=0.98, Bulge"
TIC 407097781.0,9303052007938,271.0405994938588,-28.59005080714688,11.540128,4,2,"P=14.82h, Amp=1.92mag, CVprob=0.98, Bulge"
TIC 137014334.0,9364476046456,269.705969971607,-29.238590821862903,11.586308,4,2,"P=13.88h, Amp=2.38mag, CVprob=0.98, Bulge"
TIC 443743542.0,9196563008342,271.67824005669183,-27.490567037571168,11.815689,4,2,"P=23.23h, Amp=1.58mag, CVprob=0.98, Bulge"
TIC 407807114.0,9282576010785,271.4311056921061,-28.368767195051564,11.756605,4,2,"P=15.90h, Amp=1.79mag, CVprob=0.98, Bulge"
TIC 443744704.0,9184274008695,271.62805171437884,-27.40107059583327,11.520182,4,2,"P=23.39h, Amp=1.77mag, CVprob=0.98, Bulge"
TIC 248581093.0,9110551009900,272.08379492661186,-26.630454660054195,11.56727,4,2,"P=23.08h, Amp=1.87mag, CVprob=0.98, Bulge"
TIC 248885268.0,9163802008693,272.25146175138286,-27.145461881869327,11.722125,4,2,"P=23.08h, Amp=1.84mag, CVprob=0.98, Bulge"
TIC 443933657.0,9131028009258,271.77204157297723,-26.843767583160552,11.733605,4,2,"P=23.09h, Amp=1.80mag, CVprob=0.98, Bulge"
TIC 443980004.0,9196563001823,271.7049259812261,-27.48406963798825,11.686401,4,2,"P=23.32h, Amp=1.91mag, CVprob=0.98, Bulge"
TIC 248881295.0,9131034004288,272.3061265627597,-26.823186586693826,12.057582,4,2,"P=4.79h, Amp=1.30mag, CVprob=0.98, Bulge"
TIC 406384982.0,9315336004031,270.7876352716404,-28.715836113177303,11.793258,4,2,"P=15.90h, Amp=1.19mag, CVprob=0.98, Bulge"
TIC 249344104.0,9053214010418,272.70438875273425,-26.027000050953905,14.004206,4,2,"P=11.94h, Amp=1.49mag, CVprob=0.98, Bulge"
TIC 268405639.0,8946725006874,273.3337574197801,-24.95507674573804,11.579088,4,2,"P=10.77h, Amp=2.52mag, CVprob=0.98, Bulge"
TIC 248716856.0,9163801009765,272.1618296932349,-27.147222884639167,11.536921,4,2,"P=23.31h, Amp=1.36mag, CVprob=0.98, Bulge"
TIC 1605637422.0,9171992009018,272.12138108011044,-27.226146821120462,11.8030815,4,2,"P=23.32h, Amp=1.91mag, CVprob=0.98, Bulge"
TIC 248884740.0,9159706009129,272.2957987789088,-27.10189843301068,11.624917,4,2,"P=11.53h, Amp=1.77mag, CVprob=0.98, Bulge"
TIC 443744044.0,9192466008161,271.6266234076801,-27.452248710595363,11.853268,4,2,"P=22.35h, Amp=1.29mag, CVprob=0.98, Bulge"
TIC 406978230.0,9126924007323,271.0897185607504,-26.807763654389923,11.338551,4,2,"P=23.30h, Amp=2.63mag, CVprob=0.98, Bulge"
TIC 196392700.0,9237509003281,270.4325349302944,-27.903294463898423,11.400018,4,2,"P=23.31h, Amp=2.57mag, CVprob=0.98, Bulge"
TIC 377461903.0,9053217000940,272.97778456036195,-26.032715534764783,11.738625,4,2,"P=3.18h, Amp=1.80mag, CVprob=0.98, Bulge"
TIC 248537628.0,8983575003315,272.0141327597787,-25.33088712184181,11.55751,4,2,"P=13.05h, Amp=2.14mag, CVprob=0.98, Bulge"
TIC 195953596.0,9249795013293,270.33219283138675,-28.02861011408161,11.32584,4,2,"P=23.22h, Amp=1.83mag, CVprob=0.98, Bulge"
TIC 248585984.0,9151511008065,272.0845657038228,-27.029538730046337,11.548048,4,2,"P=23.08h, Amp=1.69mag, CVprob=0.98, Bulge"
TIC 378244026.0,8909867007442,273.7969771655015,-24.561070423032977,11.571485,4,2,"P=4.78h, Amp=2.80mag, CVprob=0.98, Bulge"
TIC 407809560.0,9298959002926,271.33136392631786,-28.55040763038888,11.495588,4,2,"P=5.76h, Amp=1.59mag, CVprob=0.98, Bulge"
TIC 268248204.0,8946726005032,273.39418611931626,-24.928720713529387,11.196245,4,2,"P=3.74h, Amp=2.43mag, CVprob=0.98, Bulge"
TIC 136899516.0,9352188011537,269.64314070747804,-29.090058006512585,11.803713,4,2,"P=4.18h, Amp=2.39mag, CVprob=0.98, Bulge"
TIC 1605504020.0,9196563004410,271.6717960438076,-27.48034672744501,11.696252,4,2,"P=23.08h, Amp=1.72mag, CVprob=0.98, Bulge"
TIC 407807461.0,9282575006119,271.35545988964265,-28.396306005535813,11.787734,4,2,"P=15.90h, Amp=1.76mag, CVprob=0.98, Bulge"
TIC 443743709.0,9192466010597,271.6143922090178,-27.47786659490765,11.757886,4,2,"P=22.35h, Amp=1.56mag, CVprob=0.98, Bulge"
TIC 378243486.0,8901675006053,273.763252710714,-24.519107828977152,11.730124,4,2,"P=4.78h, Amp=2.04mag, CVprob=0.98, Bulge"
TIC 248414812.0,9180182001627,271.95332877757767,-27.33053575508049,11.541175,4,2,"P=22.35h, Amp=1.96mag, CVprob=0.98, Bulge"
TIC 443744044.0,9192466008161,271.6266234076801,-27.452248710595363,11.853268,4,2,"P=22.35h, Amp=1.29mag, CVprob=0.98, Bulge"
TIC 1425092647.0,9450490051218,269.4981104430382,-30.14064415447564,14.555851,4,2,"P=1.49h, Amp=1.46mag, CVprob=0.98, Bulge"
TIC 248589240.0,9176087003122,272.06761684727843,-27.29197545511609,11.859079,4,2,"P=23.08h, Amp=1.93mag, CVprob=0.98, Bulge"
TIC 248458083.0,9008149010304,271.88114872508044,-25.565640309376988,11.460846,4,2,"P=3.14h, Amp=2.42mag, CVprob=0.98, Bulge"
TIC 1603798807.0,9303052008742,271.0293463211324,-28.576564158862052,11.623541,4,2,"P=14.82h, Amp=1.69mag, CVprob=0.98, Bulge"
TIC 406473669.0,9298954010969,270.943434363158,-28.53534480389134,11.63797,4,2,"P=14.82h, Amp=1.77mag, CVprob=0.98, Bulge"
TIC 407272525.0,9307150003180,271.26937983042063,-28.604330169878853,11.570816,4,2,"P=15.90h, Amp=1.75mag, CVprob=0.98, Bulge"
TIC 443979545.0,9196564005563,271.7605114178934,-27.450232198822683,11.575554,4,2,"P=23.08h, Amp=1.76mag, CVprob=0.98, Bulge"
TIC 406384982.0,9315336004031,270.7876352716404,-28.715836113177303,11.793258,4,2,"P=15.90h, Amp=1.19mag, CVprob=0.98, Bulge"
TIC 195780272.0,9278466011341,270.1406064126509,-28.336644572524904,11.402948,4,2,"P=23.30h, Amp=1.42mag, CVprob=0.98, Bulge"
TIC 248587717.0,9163799008680,272.0136068670195,-27.16940525279886,11.618056,4,2,"P=23.53h, Amp=1.83mag, CVprob=0.98, Bulge"
TIC 165935735.0,8676408002036,274.96785469867143,-22.24000861515872,11.541765,4,2,"P=8.00h, Amp=2.02mag, CVprob=0.98, Bulge"
TIC 244299803.0,8700975033407,274.1717343239628,-22.54531290915628,13.769486,4,2,"P=8.00h, Amp=2.59mag, CVprob=0.98, Bulge"
TIC 443744127.0,9192466008972,271.6023223215674,-27.444952555379466,11.737715,4,2,"P=23.32h, Amp=1.04mag, CVprob=0.98, Bulge"
TIC 408176024.0,9282576002572,271.467771619006,-28.38146603006764,11.777054,4,2,"P=15.90h, Amp=1.75mag, CVprob=0.98, Bulge"
TIC 443977357.0,9176083012789,271.7221407764278,-27.29173103580216,11.176456,4,2,"P=23.02h, Amp=2.10mag, CVprob=0.98, Bulge"
TIC 378245720.0,8922154023236,273.7303116337672,-24.70272142880165,11.570429,4,2,"P=15.75h, Amp=2.28mag, CVprob=0.98, Bulge"
TIC 248717763.0,9155608001459,272.1415340163091,-27.07667275231069,11.579144,4,2,"P=8.22h, Amp=2.12mag, CVprob=0.98, Bulge"
TIC 378243741.0,8905770003005,273.7488828094383,-24.538887412937225,11.75121,4,2,"P=9.10h, Amp=2.38mag, CVprob=0.98, Bulge"
TIC 377461386.0,9049122031276,273.0236530109422,-25.991435514733837,11.744589,4,2,"P=3.18h, Amp=1.71mag, CVprob=0.98, Bulge"
TIC 378243586.0,8905770005577,273.7340724902299,-24.526414784993168,11.621812,4,2,"P=3.74h, Amp=2.52mag, CVprob=0.98, Bulge"
TIC 165231873.0,8684598046430,274.7629774685281,-22.349328192465297,11.632227,4,2,"P=4.00h, Amp=2.03mag, CVprob=0.98, Bulge"
TIC 443770945.0,9155602008685,271.60966239791696,-27.06198261787065,11.736745,4,2,"P=0.24h, Amp=1.19mag, CVprob=0.98, Bulge"
TIC 195953479.0,9249795013938,270.3181654471855,-28.03655243291684,11.759526,4,2,"P=11.58h, Amp=1.85mag, CVprob=0.98, Bulge"
TIC 249348602.0,9016350010604,272.66156535369595,-25.64981533394868,11.506249,4,2,"P=1.94h, Amp=1.77mag, CVprob=0.98, Bulge"
TIC 406471966.0,9307147004655,271.0069358255655,-28.60606283622858,11.435887,4,2,"P=3.73h, Amp=2.04mag, CVprob=0.98, Bulge"
TIC 248715056.0,9180184003943,272.1124800070653,-27.29296287051236,11.743708,4,2,"P=23.32h, Amp=1.86mag, CVprob=0.98, Bulge"
TIC 248715603.0,9171993008885,272.2109477445875,-27.249908706500214,11.875286,4,2,"P=23.08h, Amp=1.61mag, CVprob=0.98, Bulge"
TIC 406471741.0,9307147002424,270.999163846936,-28.620885859084563,11.377977,4,2,"P=14.82h, Amp=2.06mag, CVprob=0.98, Bulge"
TIC 249053472.0,9065499010320,272.4059282840739,-26.14802921421925,11.840935,4,2,"P=3.18h, Amp=1.72mag, CVprob=0.98, Bulge"
TIC 1606791164.0,9110541010661,271.2034106897147,-26.60771877684857,13.758082,4,2,"P=0.29h, Amp=1.97mag, CVprob=0.98, Bulge"
TIC 407370697.0,9106446009151,271.246395704763,-26.56964383926084,11.641716,4,2,"P=11.53h, Amp=1.73mag, CVprob=0.98, Bulge"
TIC 377462372.0,9057314012376,272.9710481711903,-26.06988535022712,11.511881,4,2,"P=11.94h, Amp=1.90mag, CVprob=0.98, Bulge"
TIC 1609558966.0,9004053002085,271.8818003269716,-25.51349150861631,11.866348,4,2,"P=3.38h, Amp=1.88mag, CVprob=0.98, Bulge"
TIC 1605489208.0,9200659010168,271.7356481196481,-27.52419927815101,11.805003,4,2,"P=11.48h, Amp=2.12mag, CVprob=0.98, Bulge"
TIC 248538498.0,8991768007290,272.10799896872766,-25.40199868581896,10.854783,4,2,"P=8.31h, Amp=2.82mag, CVprob=0.98, Bulge"
TIC 249348602.0,9016350010604,272.66156535369595,-25.64981533394868,11.506249,4,2,"P=1.94h, Amp=1.77mag, CVprob=0.98, Bulge"
TIC 1609065805.0,9077783007896,272.04571488279555,-26.28820116277272,15.645668,4,2,"P=0.24h, Amp=1.56mag, CVprob=0.98, Bulge"
TIC 244542517.0,8795186046645,274.4009698523444,-23.45445549714037,11.761084,4,2,"P=7.55h, Amp=2.09mag, CVprob=0.98, Bulge"
TIC 406313697.0,9270282009900,270.8597380958576,-28.2611357264572,11.818196,4,2,"P=15.90h, Amp=1.82mag, CVprob=0.98, Bulge"
TIC 196393611.0,9241605009058,270.5015905896404,-27.969367724956207,11.431717,4,2,"P=22.07h, Amp=2.09mag, CVprob=0.98, Bulge"
TIC 406311675.0,9257992009334,270.7739302470089,-28.115564908169453,11.505514,4,2,"P=15.90h, Amp=1.71mag, CVprob=0.98, Bulge"
TIC 406472513.0,9298955008657,271.0108233435226,-28.573412661192314,11.509317,4,2,"P=3.73h, Amp=2.17mag, CVprob=0.98, Bulge"
TIC 261765016.0,9487355024760,269.604994255265,-30.49413454151574,13.938467,4,2,"P=1.71h, Amp=2.47mag, CVprob=0.98, Bulge"
TIC 1609066352.0,9077783006326,272.06018686483225,-26.25998021120524,15.701948,4,2,"P=11.94h, Amp=1.84mag, CVprob=0.98, Bulge"
TIC 406469568.0,9323530003139,270.9323242287758,-28.77585815784405,11.722805,4,2,"P=15.90h, Amp=1.89mag, CVprob=0.98, Bulge"
TIC 443743372.0,9196563010022,271.67070481328824,-27.50289244897406,11.768484,4,2,"P=23.23h, Amp=1.71mag, CVprob=0.98, Bulge"
TIC 407278945.0,9257998011282,271.29258941030935,-28.140490486743808,11.668066,4,2,"P=15.90h, Amp=1.48mag, CVprob=0.98, Bulge"
TIC 407098228.0,9307148009799,271.1322583946451,-28.622890578010573,11.499643,4,2,"P=14.82h, Amp=1.70mag, CVprob=0.98, Bulge"
TIC 407799877.0,9233423006719,271.38515051298845,-27.85243758081884,13.452665,4,2,"P=0.24h, Amp=1.49mag, CVprob=0.98, Bulge"
TIC 248884302.0,9155611003617,272.33823762907,-27.070147587949712,11.66213,4,2,"P=23.09h, Amp=1.54mag, CVprob=0.98, Bulge"
TIC 248589146.0,9176087008085,272.06708843204035,-27.28316003926898,11.789849,4,2,"P=8.29h, Amp=2.02mag, CVprob=0.98, Bulge"
TIC 443974852.0,9159700001622,271.767537254942,-27.104625972661704,11.905954,4,2,"P=6.07h, Amp=1.66mag, CVprob=0.98, Bulge"
TIC 407809431.0,9298959008966,271.35886930809903,-28.540317783636883,11.601895,4,2,"P=15.90h, Amp=1.57mag, CVprob=0.98, Bulge"
TIC 248589723.0,9180184008341,272.0980531663962,-27.33086055865909,11.700024,4,2,"P=23.08h, Amp=1.43mag, CVprob=0.98, Bulge"
TIC 268405865.0,8946726006155,273.39299238361025,-24.97383425019528,11.520378,4,2,"P=7.98h, Amp=2.30mag, CVprob=0.98, Bulge"
TIC 1605489208.0,9200659010168,271.7356481196481,-27.52419927815101,11.805003,4,2,"P=23.09h, Amp=2.12mag, CVprob=0.98, Bulge"
TIC 407098228.0,9307148009799,271.1322583946451,-28.622890578010573,11.499643,4,2,"P=14.82h, Amp=1.70mag, CVprob=0.98, Bulge"
TIC 378245228.0,8918059006599,273.7498043719122,-24.66222833232359,11.721863,4,2,"P=9.10h, Amp=1.80mag, CVprob=0.98, Bulge"
TIC 405782675.0,9274376009288,270.7601022156729,-28.312200931850352,11.803766,4,2,"P=15.90h, Amp=1.50mag, CVprob=0.98, Bulge"
TIC 167162603.0,8651836070416,275.3053654443213,-22.016894840225756,11.713514,4,2,"P=8.00h, Amp=2.47mag, CVprob=0.98, Bulge"
TIC 195952873.0,9253891012056,270.2994020384869,-28.075018649116235,11.133831,4,2,"P=23.31h, Amp=2.40mag, CVprob=0.98, Bulge"
TIC 406469568.0,9323530003139,270.9323242287758,-28.77585815784405,11.722805,4,2,"P=15.90h, Amp=1.89mag, CVprob=0.98, Bulge"
TIC 406474232.0,9298954008301,270.92335118479605,-28.513213588180868,11.548453,4,2,"P=14.82h, Amp=1.81mag, CVprob=0.98, Bulge"
TIC 248592652.0,9204759009515,271.9873545769645,-27.565491668801776,11.399173,4,2,"P=23.23h, Amp=1.80mag, CVprob=0.98, Bulge"
TIC 248763327.0,8987672002072,272.12872053087665,-25.36012330063552,11.057032,4,2,"P=8.31h, Amp=2.73mag, CVprob=0.98, Bulge"
TIC 248414726.0,9180182003106,271.9086271949997,-27.33716850160815,11.728261,4,2,"P=23.09h, Amp=1.82mag, CVprob=0.98, Bulge"
TIC 248414726.0,9180182003106,271.9086271949997,-27.33716850160815,11.728261,4,2,"P=23.09h, Amp=1.82mag, CVprob=0.98, Bulge"
TIC 1608244464.0,9090078004363,272.6433852793812,-26.396651224904154,16.105736999999998,4,2,"P=11.94h, Amp=1.59mag, CVprob=0.98, Bulge"
TIC 1606460741.0,9147410004243,271.55002570866395,-26.99446518833133,15.183744,3,2,"P=49.81h, Amp=0.28mag, CVprob=0.98, Bulge"
TIC 1605863410.0,9208840003405,270.7605008779022,-27.60783462627181,16.176941,3,2,"P=24.75h, Amp=0.88mag, CVprob=0.98, Bulge"
TIC 1606060765.0,9171979010375,270.9779953794397,-27.233830659673927,14.086356,3,2,"P=3.75h, Amp=0.52mag, CVprob=0.98, Bulge"
TIC 268095906.0,8954917000948,273.27967474912214,-25.039689111905336,13.86105,3,2,"P=3.71h, Amp=0.43mag, CVprob=0.98, Bulge"
TIC 1604651506.0,9249807009419,271.34911064593234,-28.0268201129339,15.082895,3,2,"P=51.87h, Amp=0.61mag, CVprob=0.98, Bulge"
TIC 1604904087.0,9233421001358,271.1842002188489,-27.86480452148739,13.668265,3,2,"P=5.99h, Amp=0.67mag, CVprob=0.98, Bulge"
TIC 514389807.0,8856611021880,273.15733148153765,-24.05229613189484,16.169918,3,2,"P=24.57h, Amp=0.80mag, CVprob=0.98, Bulge"
TIC 1611837926.0,8909861001599,273.2529878662905,-24.606756817166072,15.394645,3,2,"P=133.88h, Amp=0.46mag, CVprob=0.98, Bulge"
TIC 268095906.0,8954917000948,273.27967474912214,-25.039689111905336,13.86105,3,2,"P=3.71h, Amp=0.43mag, CVprob=0.98, Bulge"
TIC 1603942792.0,9307136007267,270.0332443439982,-28.652288243642424,14.881091,3,2,"P=31.22h, Amp=0.58mag, CVprob=0.98, Bulge"
TIC 1606060765.0,9171979010375,270.9779953794397,-27.233830659673927,14.086356,3,2,"P=3.75h, Amp=0.52mag, CVprob=0.98, Bulge"
TIC 1604038721.0,9278472000045,270.69957219606164,-28.317077459607383,13.974519,3,2,"P=0.24h, Amp=0.89mag, CVprob=0.98, Bulge"
TIC 268095906.0,8954917000948,273.27967474912214,-25.039689111905336,13.86105,3,2,"P=3.71h, Amp=0.43mag, CVprob=0.98, Bulge"
TIC 249456073.0,9085983000430,272.7843518252746,-26.384871840992773,14.169666,3,2,"P=100.37h, Amp=0.70mag, CVprob=0.98, Bulge"
TIC 244813811.0,8786996020239,274.55942381805073,-23.33675998720076,11.585516,3,2,"P=72.21h, Amp=0.29mag, CVprob=0.98, Bulge"
TIC 1609498332.0,9012250000480,272.310894630117,-25.6147123378016,14.705014,3,2,"P=76.64h, Amp=0.80mag, CVprob=0.98, Bulge"
TIC 1605924437.0,9200647002695,270.64539062340754,-27.517190532749996,14.511394,3,2,"P=24.34h, Amp=0.56mag, CVprob=0.98, Bulge"
TIC 1610074833.0,8950817003977,272.89780586272843,-24.97077947010242,14.966258,3,2,"P=90.91h, Amp=0.89mag, CVprob=0.98, Bulge"
TIC 1604921409.0,9241611002694,271.0073782238608,-27.929889320073293,14.739474,3,2,"P=36.61h, Amp=0.52mag, CVprob=0.98, Bulge"
TIC 268095906.0,8954917000948,273.27967474912214,-25.039689111905336,13.86105,3,2,"P=3.71h, Amp=0.43mag, CVprob=0.98, Bulge"
TIC 1609672894.0,8999970003514,272.9949023126128,-25.50164417628672,14.923064,3,2,"P=28.81h, Amp=0.22mag, CVprob=0.98, Bulge"
TIC 1604262972.0,9253893003108,270.46802332410897,-28.09342798215477,16.212792999999998,3,2,"P=34.48h, Amp=0.65mag, CVprob=0.98, Bulge"
TIC 268095906.0,8954917000948,273.27967474912214,-25.039689111905336,13.86105,3,2,"P=3.71h, Amp=0.43mag, CVprob=0.98, Bulge"
TIC 249402249.0,8877088007998,272.8113561031156,-24.237632282979284,11.578083,3,2,"P=0.49h, Amp=0.34mag, CVprob=0.98, Bulge"
TIC 1604055601.0,9274378005473,270.9320153479641,-28.304861754708664,15.546193,3,2,"P=46.46h, Amp=0.87mag, CVprob=0.98, Bulge"
TIC 1605596541.0,9163794003532,271.57312616783577,-27.13309909116675,14.334932,3,2,"P=103.83h, Amp=0.17mag, CVprob=0.98, Bulge"
TIC 1610074833.0,8950817003977,272.89780586272843,-24.97077947010242,14.966258,3,2,"P=90.92h, Amp=0.89mag, CVprob=0.98, Bulge"
TIC 1425341917.0,9421817030467,269.4417879223077,-29.79905549686679,15.236589,3,2,"P=31.39h, Amp=0.48mag, CVprob=0.98, Bulge"
TIC 167162666.0,8651836074995,275.35089137798093,-22.02332618461887,11.271028,3,2,"P=29.00h, Amp=0.44mag, CVprob=0.98, Bulge"
TIC 1606580935.0,9131029002124,271.8625184386698,-26.79620488096487,15.594076,3,2,"P=33.37h, Amp=0.33mag, CVprob=0.98, Bulge"
TIC 443985063.0,9233428001097,271.77675844896805,-27.863919461312268,13.289753,3,2,"P=22.37h, Amp=0.97mag, CVprob=0.98, Bulge"
TIC 1611837438.0,8913956003004,273.2121463202274,-24.610653915462446,16.313361,3,2,"P=61.10h, Amp=0.46mag, CVprob=0.98, Bulge"
TIC 268095906.0,8954917000948,273.27967474912214,-25.039689111905336,13.86105,3,2,"P=3.71h, Amp=0.43mag, CVprob=0.98, Bulge"
TIC 1611632054.0,8926248002393,273.5097099365943,-24.73132066802048,15.457122,3,2,"P=38.83h, Amp=0.37mag, CVprob=0.98, Bulge"
TIC 248541966.0,9016344001242,272.1045176081554,-25.684202992766828,12.909075,3,2,"P=35.25h, Amp=0.12mag, CVprob=0.98, Bulge"
TIC 117716490.0,8840229001851,273.27866068171136,-23.88755887806167,12.363859,3,2,"P=41.00h, Amp=0.33mag, CVprob=0.98, Bulge"
TIC 377461988.0,9053217003555,272.9227343874402,-26.0391440596601,11.786701,3,2,"P=0.79h, Amp=0.33mag, CVprob=0.98, Bulge"
TIC 406469246.0,9323531000305,270.9795464529563,-28.799746878377903,12.135934,3,2,"P=37.91h, Amp=0.21mag, CVprob=0.98, Bulge"
TIC 1605596541.0,9163794003532,271.57312616783577,-27.13309909116675,14.334932,3,2,"P=103.83h, Amp=0.17mag, CVprob=0.98, Bulge"
TIC 406465118.0,9352203009683,270.93417547916147,-29.0944221012262,15.614648,3,2,"P=28.22h, Amp=0.81mag, CVprob=0.98, Bulge"
TIC 166480800.0,8668218000570,275.1490597782048,-22.163387623689168,12.067478,3,2,"P=60.39h, Amp=0.27mag, CVprob=0.98, Bulge"
TIC 268095906.0,8954917000948,273.27967474912214,-25.039689111905336,13.86105,3,2,"P=3.71h, Amp=0.43mag, CVprob=0.98, Bulge"
TIC 117716490.0,8840229001851,273.27866068171136,-23.88755887806167,12.363859,3,2,"P=41.00h, Amp=0.33mag, CVprob=0.98, Bulge"
TIC 1606508738.0,9139215000157,271.3340084638044,-26.91925665598976,15.586271,3,2,"P=5.99h, Amp=0.84mag, CVprob=0.98, Bulge"
TIC 1603235248.0,9393154003400,270.1412864195482,-29.52436514835424,12.829511,3,2,"P=45.24h, Amp=0.72mag, CVprob=0.98, Bulge"
TIC 1604268841.0,9257987000940,270.3198919592971,-28.125039428926968,15.302743,3,2,"P=26.79h, Amp=0.42mag, CVprob=0.98, Bulge"
TIC 1606671961.0,9106451001201,271.66116969205245,-26.547955488596525,15.053548,3,2,"P=35.38h, Amp=0.30mag, CVprob=0.98, Bulge"
TIC 1609672894.0,8999970003514,272.9949023126128,-25.50164417628672,14.923064,3,2,"P=28.81h, Amp=0.22mag, CVprob=0.98, Bulge"
TIC 1606035675.0,9167886002510,271.2948322807284,-27.201133300304026,15.763761,3,2,"P=4.79h, Amp=0.95mag, CVprob=0.98, Bulge"
TIC 1609861634.0,8963109025369,273.2983034148755,-25.13027236943552,14.303452,3,2,"P=29.07h, Amp=0.52mag, CVprob=0.98, Bulge"
