priority,sourceid,tic_id,ra,dec,l,b,mag_avg,true_period,true_amplitude,cv_prob,in_tic,has_tess_data,tess_sectors,in_bulge,period_hours
5,9950271006961,65086517.0,275.5313427250569,-35.52207709807201,357.97018688860226,-9.935624399453246,12.315202,0.0402220255812082,1.3271597099304202,0.98475164,True,False,,True,0.9653286139489968
5,9815019006928,1413686371.0,268.19091874364307,-34.04095884178145,356.39921989962124,-3.9280497609010903,15.985783,0.3318324183241833,1.6236153697967524,0.98475164,True,False,,True,7.963978039780399
5,8963137016882,1603013763.0,275.72481314986413,-25.118957281703057,7.403146987837128,-5.363855594587143,15.426764,0.1708271082710827,1.1524874019622793,0.98475164,True,False,,True,4.099850598505984
5,9602064008036,1567671530.0,271.44448018812324,-31.76321173849186,359.73874712226007,-5.179361084109545,16.11565,0.0645840464488462,1.445237312316895,0.98475164,True,False,,True,1.550017114772309
5,9217041006039,1605034318.0,271.55689316290545,-27.70426466172568,3.3475789712954107,-3.299658012403352,15.220811,0.2039742339747643,1.0792272090911936,0.98475164,True,False,,True,4.895381615394343
5,9966553032152,1411287868.0,266.5607627551912,-35.712146702037025,354.2747351753866,-3.632687721426516,15.023535,0.3327333273332733,1.4680795669555664,0.98475164,True,False,,True,7.98559985599856
5,9335777008904,127986448.0,267.2787217595982,-28.93967130787172,0.3930102567914649,-0.655917368493859,14.18123,0.95440014400144,1.4027759075164798,0.98475164,True,False,,True,22.905603456034562
5,9327643009969,1591565435.0,272.399390434365,-28.842600583342143,2.706702857946961,-4.4986185411603685,16.320604,0.1818063180631807,1.5465137290954587,0.98475164,True,False,,True,4.363351633516337
5,9307120008594,1439536771.0,268.6570071976718,-28.65269779977129,1.2558891744359626,-1.5486388658956245,13.891333,0.9331644316443164,1.2345935821533214,0.98475164,True,False,,True,22.395946359463593
5,8889432007850,1620581312.0,277.77256115683514,-24.388500646673528,8.909995845278367,-6.685230852735035,15.923699,0.250750607506075,1.2929927444457991,0.98475164,True,False,,True,6.018014580145799
5,10060779023776,1406616011.0,268.2114143943283,-36.82756468955526,353.99241738522926,-5.346117934456416,15.830698,0.1561848618486184,1.5195771312713615,0.98475164,True,False,,True,3.7484366843668417
5,9307180042762,1590947642.0,273.89240828428944,-28.651633928419955,3.498177624154128,-5.560850867403772,15.567053,0.5835226352263523,1.2116877841949467,0.98475164,True,False,,True,14.004543245432455
5,8873026007787,1625181979.0,275.84256876316164,-24.251618672341262,8.225199233864624,-5.058029094384122,16.501234,0.0706678066780668,1.217803726196287,0.98475164,True,False,,True,1.6960273602736031
5,10101722001692,1406944734.0,266.68448208585954,-37.2572466668322,352.9991820665976,-4.514977754452535,16.495644,0.564959949599496,1.4743080139160156,0.98475164,True,False,,True,13.559038790387905
5,9208856015809,1605219123.0,272.16631497342155,-27.61673673315069,3.685863311979292,-3.729785957603531,15.897061,0.2989937899378994,1.1892025184631354,0.98475164,True,False,,True,7.175850958509585
5,9479180032316,1587883310.0,271.0928699981015,-30.39735187362724,0.7913078223733522,-4.25422423699675,16.036999,2.016291636422292,1.1201939582824707,0.98475164,True,False,,True,48.39099927413501
5,10245080014344,153768027.0,266.47224321840685,-38.93840769282753,351.46623456776774,-5.236972094706053,15.316221,0.2189240392403924,1.4269536590576202,0.98316133,True,False,,True,5.254176941769417
5,9049117000751,1609191124.0,272.53631182638424,-25.9868378884723,5.27657429949288,-3.235202424031397,14.7741,0.3341798217982179,1.0628337860107422,0.98316133,True,False,,True,8.02031572315723
5,9933815020502,1409181261.0,269.2034777667892,-35.330312997951154,355.6973581392184,-5.294139160613592,15.554859,0.4782647826478264,1.060450906753541,0.98316133,True,False,,True,11.478354783547834
5,9728872000898,41938690.0,256.6120015672471,-33.12032452221621,351.8364365298289,4.617179522200634,13.518576,0.333050130501305,1.431778774261474,0.98316133,True,False,,True,7.99320313203132
5,8893540013500,1619081390.0,278.78283361227943,-24.39205297467374,9.322266979700698,-7.509391319818693,16.293907,0.2325224500425516,1.54993682861328,0.98316133,True,False,,True,5.5805388010212384
5,9036843026299,1608630916.0,273.85336832977134,-25.84889897879981,5.9636915071313865,-4.210977690406174,15.472584,0.1298406984069841,1.36001823425293,0.98316133,True,False,,True,3.116176761767618
5,9417748003962,1588528673.0,271.7627554369992,-29.816497069907275,1.582465905884987,-4.479875340109944,16.5944,0.0517190171901719,1.482213039398193,0.98316133,True,False,,True,1.2412564125641254
5,9892832006422,1413219471.0,267.1853625116345,-34.89472059480145,355.2398782018943,-3.648850386725088,14.610035,0.4046715281206244,1.2177000045776367,0.98316133,True,False,,True,9.712116674894986
5,9782275092607,1564948662.0,270.3015506291742,-33.71733006680588,357.55459683432446,-5.287782327822783,16.149715,0.0284042840428404,1.6292124557495118,0.98316133,True,False,,True,0.6817028170281696
5,9081893033421,1608430034.0,273.2502313785314,-26.28577554328495,5.320562170954101,-3.941044173902767,16.09188,0.2144469444694447,1.687886056900025,0.98316133,True,False,,True,5.146726667266673
4,8787042008798,279476.0,278.6143410754648,-23.35433014488523,10.188777008679205,-6.908061138647642,14.6931095,0.6433350488934637,1.2831445503234864,0.98316133,True,False,,False,15.440041173443129
5,8832103017512,1622477972.0,279.0993491718982,-23.793134240363614,9.992942776016593,-7.501701487161277,15.660913,0.0671695426425841,1.1140736770629864,0.98316133,True,False,,True,1.6120690234220183
5,9495538001140,1424545223.0,268.78592055319774,-30.61104677828543,359.61999818397646,-2.6326992662323434,15.409019,0.7255946247950196,1.5830397796630855,0.98316133,True,False,,True,17.41427099508047
5,9364479033871,1439037816.0,269.95966363953767,-29.23852097563661,1.31901844728142,-2.8287210870777773,15.068725,0.1988348279084564,1.3305583000183103,0.98316133,True,False,,True,4.772035869802954
5,10122241001524,1554599223.0,270.0796185901523,-37.48752056533488,354.15449834056585,-6.96670771490354,16.042028,0.9352632526325262,1.3718912124633782,0.98316133,True,False,,True,22.446318063180627
5,9298925055455,1427228654.0,268.36184108717697,-28.52149813572163,1.2378702573974982,-1.258700230455252,15.187447,0.9544100441004412,1.4352111148834208,0.98316133,True,False,,True,22.905841058410587
5,9278491016568,1591944149.0,272.3819903845686,-28.31189105618882,3.1665293059905872,-4.23090451325827,15.448931,0.7709216092160923,1.3827939510345466,0.98316133,True,False,,True,18.502118621186217
5,9798643021492,1416552889.0,268.9204495673979,-33.87070784243066,356.85160147580785,-4.365746984362064,16.037052,0.3140023400234002,1.4939831542968758,0.98316133,True,False,,True,7.536056160561605
5,8901681028318,1612031014.0,274.3152720617224,-24.528008033488835,7.329049203067775,-3.956604489582412,15.880055,0.296360363603636,1.806810188293456,0.98316133,True,False,,True,7.112648726487263
5,9298925007308,132215871.0,268.33255885088727,-28.54646470604917,1.203296575392649,-1.2491944013515384,13.934337,0.9544100441004412,1.1093977928161625,0.98316133,True,False,,True,22.905841058410587
5,8926263009474,1610964484.0,274.8391183572461,-24.72429640924856,7.379276922573992,-4.469231160337672,16.474785,0.731373739294517,1.5637662506103496,0.98316133,True,False,,True,17.55296974306841
4,9294843011562,1439414604.0,269.5618895288743,-28.48969635766937,1.7960034006942442,-2.15417994945514,14.291375,0.1486736567365673,0.6175057220458982,0.98475164,True,False,,True,3.568167761677615
4,9913393016541,62289817.0,274.3182965646176,-35.1340391945409,357.8711055899924,-8.877114927265541,11.055401,0.6297069570695707,0.8640490341186524,0.98475164,True,False,,True,15.112966969669696
4,9237514013800,1604938055.0,270.8685912901795,-27.88954044837174,2.88813826204307,-2.858545806705864,14.395771,0.2612348123481235,0.6191411972045859,0.98475164,True,False,,True,6.269635496354964
4,9237514013800,1604938055.0,270.8685912901795,-27.88954044837174,2.88813826204307,-2.858545806705864,14.3956785,0.2612421024210242,0.7546289253234857,0.98475164,True,False,,True,6.269810458104581
4,9684021039693,62923211.0,274.6891304371485,-32.60051928602785,0.2929085293915823,-7.996905788700739,14.547793,0.6268751687516876,0.5935983657836914,0.98475164,True,False,,True,15.045004050040502
4,9483264034520,263918914.0,269.99945070300055,-30.51247172444041,0.2274666958762519,-3.4892413706964303,10.942856,0.3292583925839258,0.8277345466613788,0.98475164,True,False,,True,7.902201422014219
4,9024541003390,249147233.0,272.5522832726552,-25.752639831884043,5.489190975385218,-3.1352575358472063,11.011778,0.0099538143016403,0.690980138778686,0.98475164,True,False,,True,0.23889154323936718
4,9491516051256,64749258.0,275.25459526071006,-30.547522001511947,2.358195866532795,-7.488108023656134,11.186621,1.3854867492047307,0.2777017498016363,0.98475164,True,False,,True,33.25168198091354
4,8586211002422,335071890.0,267.50674491320405,-21.40187098285475,6.96959846325564,3.037740485198088,11.402058,0.4599891998919989,0.85242805480957,0.98475164,True,False,,True,11.039740797407973
4,9782289064882,1565293097.0,271.539721499268,-33.68818547769625,358.0812141088361,-6.175094594618813,16.00458,1.6670112197611575,0.6862599849700928,0.98475164,True,False,,True,40.00826927426778
4,9102362002076,1608112396.0,272.3199424888996,-26.497998567703025,4.73419989800723,-3.310941128621528,15.59276,1.082999189078165,0.7134654426574691,0.98475164,True,False,,True,25.99198053787596
4,8885293007006,1612117717.0,273.9850039458101,-24.33414612930771,7.35812571252666,-3.60001171306926,15.846245,1.0653756817736273,0.6918187141418457,0.98475164,True,False,,True,25.569016362567055
4,8885293007006,1612117717.0,273.9850039458101,-24.33414612930771,7.35812571252666,-3.60001171306926,15.846245,1.0653756817736273,0.6918187141418457,0.98475164,True,False,,True,25.569016362567055
4,9229417016863,1616015639.0,279.22109759443066,-27.81580263365333,6.390050746233165,-9.370851365676955,15.266592,1.0592359501432624,0.5754499435424805,0.98475164,True,False,,True,25.4216628034383
4,9655332039350,1582337230.0,273.1607981129874,-32.34552606082105,359.9192601990339,-6.735895453748128,16.502869,1.295843710881718,0.8933197784423825,0.98475164,True,False,,True,31.100249061161232
4,9323539017589,1591737860.0,271.68655753178246,-28.81129605376757,2.4328208686692667,-3.9361487277713194,15.0061455,2.102381788327997,0.9026296234130856,0.98475164,True,False,,True,50.45716291987193
4,9085980009346,1608152700.0,272.5058873172324,-26.36617851900494,4.930191633931276,-3.393521684232037,15.486259,1.6973519612053234,0.6958615875244138,0.98475164,True,False,,True,40.73644706892776
4,9180175000624,1606012552.0,271.3441924424898,-27.30758084964368,3.602764482130489,-2.941854893043021,14.851518,2.0548268911085583,0.2398168087005618,0.98475164,True,False,,True,49.3158453866054
4,9192473009654,1605287494.0,272.248563381865,-27.443100475923337,3.873562098401157,-3.7101243282203646,16.084976,1.037309964814446,0.9655920410156256,0.98475164,True,False,,True,24.895439155546704
4,9307136003252,1603943732.0,270.01963329681723,-28.637437116286986,1.867734627176259,-2.5764581718864696,14.42047,1.2866601647439675,0.3540870952606187,0.98475164,True,False,,True,30.87984395385522
4,9499676002963,1584583020.0,272.481374079443,-30.66381039655415,1.1346207587021238,-5.430817408986105,15.380844,1.451225051627331,0.5981278610229488,0.98475164,True,False,,True,34.82940123905595
4,9241630025863,1592441006.0,272.6743031793401,-27.926435142335816,3.6296398579257847,-4.272734626579101,15.759347,1.8540045571432016,0.9260750579833968,0.98475164,True,False,,True,44.49610937143684
4,9565053048052,1358368591.0,258.52083108237554,-31.352819119808192,354.223468249556,4.3575182226819615,16.063034,1.1246165057715318,0.6365172958374021,0.98475164,True,False,,True,26.990796138516764
4,9303039000082,1439332975.0,269.91379261267286,-28.62001147005462,1.836770329164076,-2.4871423595309903,15.363032,1.128466932533476,0.42369451522827,0.98475164,True,False,,True,27.083206380803425
4,9253969010430,1595467039.0,277.09886797830023,-28.08120279307274,5.311338448612383,-7.806469390813427,16.1802,1.2242194682725165,0.7597733497619643,0.98475164,True,False,,True,29.381267238540396
4,9237504006624,1604406311.0,270.01931895968613,-27.89395329715641,2.5138710958822443,-2.207670081935177,15.412152,0.9619084263178144,0.9736259269714332,0.98475164,True,False,,True,23.085802231627547
4,9282564005044,1603990618.0,270.41729165032365,-28.392832817969005,2.253478543284883,-2.759347396814513,15.93246,0.3453955539555395,0.977660369873048,0.98475164,True,False,,True,8.289493294932948
4,9778159003681,1416647331.0,268.5351247249172,-33.64629405319488,356.88533371715084,-3.976059864351955,13.727346,0.3318324183241833,0.8467347145080559,0.98475164,True,False,,True,7.963978039780399
4,9253894001483,1604288464.0,270.52875260319325,-28.0542903075388,2.5968606829317515,-2.6780452225936844,14.462561,0.0099447074267075,0.6764521503448542,0.98475164,True,False,,True,0.23867297824098
4,10146769003121,1543751186.0,265.84221533640886,-37.77102558347859,352.21136200903,-4.209638759335867,14.793402,1.5696196968436518,0.5361727142333983,0.98475164,True,False,,True,37.670872724247644
4,9094168008452,1608989955.0,272.15343642904026,-26.43914706610454,4.713874121838126,-3.1519808101087494,15.151469,0.0099373944151843,0.9042415237426766,0.98475164,True,False,,True,0.23849746596442323
4,9159692000739,1606096028.0,271.1320573060574,-27.11917456322633,3.6752130093286937,-2.6852404113301507,15.63929,0.2044697078127875,0.939109306335448,0.98475164,True,False,,True,4.9072729875069
4,9278456001916,1439629614.0,269.28063195283,-28.326090847508485,1.8140815138057824,-1.8581364526486304,13.229586,0.9619084263178144,0.8165332221984869,0.98475164,True,False,,True,23.085802231627547
4,8709060094751,1457644669.0,264.7617710747184,-22.60217668028873,4.615781578382356,4.587553377031746,15.946115,1.4924014380780255,0.7215888786315912,0.98475164,True,False,,True,35.81763451387261
4,9110533000644,196332559.0,270.49519068340913,-26.597814655759795,3.850487561790924,-1.934273176061431,12.193727,0.253829538295383,0.8482534313201899,0.98475164,True,False,,True,6.091908919089192
4,9135124000005,1606573655.0,271.8012635155827,-26.822261619746865,4.225574044566958,-3.061723659682159,14.845474,0.3190810908109081,0.655803775787346,0.98475164,True,False,,True,7.657946179461794
4,9131026000795,1606490232.0,271.58716757767223,-26.816473225869203,4.137783379436664,-2.89186065669592,14.496199,0.252771641044048,0.7313632583618173,0.98475164,True,False,,True,6.066519385057152
4,9114641000706,408056733.0,271.5003138286947,-26.663468964139483,4.233860296643795,-2.7496696714492,11.161661,0.2492952929529295,0.6741805458068857,0.98475164,True,False,,True,5.9830870308703075
4,9024527003478,1612684812.0,271.334649310081,-25.74073142452615,4.967724148154344,-2.1700331711968026,13.835331,0.0098800561187187,0.9114468574523932,0.98475164,True,False,,True,0.2371213468492488
4,10003462024255,1560190405.0,270.57573788627514,-36.164892692496046,355.5136489212149,-6.673794142625104,14.440755,0.3327333273332733,0.9635033416748052,0.98475164,True,False,,True,7.98559985599856
4,9040923001095,1609229761.0,272.34959817411163,-25.88534829846574,5.284765575703885,-3.039175834781409,14.419488,0.0099372956643579,0.90405888557434,0.98475164,True,False,,True,0.23849509594458962
4,8836124000575,1613788255.0,272.4622434706809,-23.868729092187937,7.102726128217638,-2.156526358615461,12.928393,0.0099394686360067,0.9820645141601556,0.98475164,True,False,,True,0.23854724726416082
4,9253905003399,1604633130.0,271.4714641642806,-28.06684218023055,2.993365780792712,-3.409779608261861,16.220446,1.36441470020398,0.9621999740600592,0.98475164,True,False,,True,32.745952804895516
4,9241591000088,1440246545.0,269.2400052226264,-27.958469807529696,2.114428172905648,-1.6429510983993063,14.082118,0.9619084263178144,0.9763425064086916,0.98475164,True,False,,True,23.085802231627547
4,9081877001191,1609071632.0,271.86583992486027,-26.30239849267948,4.708949721623844,-2.8603147318279203,14.480429,0.0099382832609495,0.7336652374267576,0.98475164,True,False,,True,0.23851879826278802
4,9233385003037,131022771.0,268.0346279712943,-27.88502913863889,1.6394191382496153,-0.6868156602738322,11.384802,0.8035028350283502,0.9364939689636228,0.98475164,True,False,,True,19.284068040680403
4,8995861005596,1612802475.0,271.8912164083875,-25.43719525623781,5.477588088730457,-2.460854459070096,15.151306,0.3861542615426155,0.959306039810178,0.98475164,True,False,,True,9.267702277022773
4,9380913071420,127296376.0,274.36952698264685,-29.387335631445268,3.0398095917667898,-6.273211684279544,14.77325,2.2599023270214262,0.2924669075012218,0.98475164,True,False,,True,54.23765584851423
4,10027991020450,153374567.0,266.4598095735541,-36.41754795866124,353.6273927394335,-3.927679876480015,12.045648,0.2686301863018631,0.9590841102600098,0.98475164,True,False,,True,6.447124471244714
4,9290751000665,1439757622.0,269.97077677430246,-28.436991234168065,2.020688041932369,-2.4398170027283896,14.300995,0.9619084263178144,0.8431216049194337,0.98475164,True,False,,True,23.085802231627547
4,9065499000254,249053464.0,272.4019898054831,-26.14827888246774,5.076686660491892,-3.207047700285356,11.627009,0.0099429275956012,0.7624085617065415,0.98475164,True,False,,True,0.2386302622944288
4,9192447000076,1440050368.0,269.97068813070075,-27.42604769945072,2.8989953012893843,-1.9381063538415384,14.056682,0.9619084263178144,0.5493691253662103,0.98475164,True,False,,True,23.085802231627547
4,9315331001495,1603872168.0,270.30414694895506,-28.740738737747137,1.9013958261909971,-2.844476514705112,14.582701,0.2489289892898929,0.6053069210052495,0.98475164,True,False,,True,5.9742957429574295
4,9114640000620,1606567723.0,271.3905930482345,-26.660572985226583,4.1885794099161,-2.6626225715874936,14.173329,0.1995571955719557,0.6214404678344625,0.98475164,True,False,,True,4.7893726937269365
4,9196564001401,1605491584.0,271.73879907729514,-27.49904596355411,3.605666052568527,-3.341078428808669,15.148662,0.2034811556101789,0.9855991172790528,0.98475164,True,False,,True,4.883547734644294
4,9446406002674,1589069714.0,270.5866764534991,-30.09851270016784,0.8386000586903946,-3.726692943581612,14.674146,1.071750800315883,0.2100717163085939,0.98475164,True,False,,True,25.722019207581194
4,9344038103115,1590810036.0,273.3301794947611,-29.032178026330293,2.928100236367873,-5.305350253523617,16.016893,1.0619383404245883,0.7254365634918223,0.98475164,True,False,,True,25.48652017019012
4,9630722030070,1567961519.0,270.20065244798883,-32.055138040570405,358.9669747920007,-4.399237779865265,15.208686,2.648913513239634,0.9075998306274418,0.98475164,True,False,,True,63.57392431775122
4,8815665058314,1612558250.0,274.3277943624984,-23.636850248146057,8.122154064022341,-3.546758924478907,15.852022,1.841748965687512,0.6085165786743172,0.98475164,True,False,,True,44.201975176500284
4,9581563001379,1419329796.0,269.5453410055725,-31.50261392814028,359.172543536348,-3.6419033092627977,15.609139,1.5639344211018544,0.7616373443603504,0.98475164,True,False,,True,37.534426106444506
4,9159718026844,1599676929.0,273.3948783627762,-27.1379210426329,4.630128797230256,-4.459415589857343,14.609066,1.0905886561330345,0.3578027343749994,0.98475164,True,False,,True,26.174127747192827
4,9016314004947,136417751.0,269.5057756290669,-25.66385274192622,4.219945395313213,-0.6994111741295632,11.47076,1.183724886932641,0.2936103820800788,0.98475164,True,False,,True,28.40939728638339
4,9688048026966,1418261553.0,268.5652091042233,-32.66068684336851,357.7516322006193,-3.501951580965721,15.68245,1.48373896283679,0.9325857162475586,0.98475164,True,False,,True,35.60973510808296
4,9532290003766,1358820367.0,258.96384370788536,-30.99317820795997,354.7377378670285,4.257345790613109,15.303923,1.553267764723425,0.3475760650634765,0.98475164,True,False,,True,37.2784263533622
4,9110552008344,1608104051.0,272.17868000450017,-26.62131049749605,4.564980653648391,-3.25965480124423,16.238365,1.0113749076617302,0.767558517456056,0.98475164,True,False,,True,24.272997783881525
4,9212953006007,1605212798.0,272.19775595918287,-27.66110085023807,3.660336019107666,-3.775558493766655,15.258187,1.410709826863583,0.6168421173095702,0.98475164,True,False,,True,33.85703584472599
4,9589846017845,196998053.0,277.5638056375722,-31.58496843142722,2.314286324290453,-9.721164850758242,11.427205,1.911007875221052,0.3252431488037111,0.98475164,True,False,,True,45.86418900530525
4,9085990010197,1608410739.0,273.3786369620617,-26.381498953657196,5.290967034242692,-4.087791896923924,15.411492,2.662612376355537,0.539492273330687,0.98475164,True,False,,True,63.90269703253289
4,9315329007262,1603923065.0,270.13016457506006,-28.71824210936017,1.8455135162847776,-2.700717574300397,15.641999,1.2944213030680374,0.6625157165527344,0.98475164,True,False,,True,31.0661112736329
4,9147414009427,248419545.0,271.91723014480266,-26.97980365775784,4.137675145342646,-3.2284922723817377,12.535553,1.570134780369547,0.0446959018707282,0.98475164,True,False,,True,37.683234728869124
4,9425923027458,1589172625.0,270.2975565823932,-29.872366716079803,0.9125889086918876,-3.397451807489982,15.525325,1.1877796478708456,0.4810269546508792,0.98475164,True,False,,True,28.50671154890029
4,9950264014857,63752401.0,274.89507210165215,-35.55963866198399,357.7016770459286,-9.48906716553503,16.088224,1.0788347721393077,0.8851496887207038,0.98475164,True,False,,True,25.892034531343384
4,9159699002156,1605618448.0,271.6990168472084,-27.13358048839145,3.908654109471864,-3.1329789497954854,16.234726,1.0423229733496644,0.90915493965149,0.98475164,True,False,,True,25.015751360391945
4,9335817002227,1603575398.0,270.7716929263048,-28.90926688561464,1.956162253058372,-3.2840163128409663,15.967478,1.074012338253742,0.799300575256348,0.98475164,True,False,,True,25.77629611808981
3,8664140030813,137242521.0,276.65102025204715,-22.132471001249648,10.456368931483546,-4.740032982054978,15.681583,1.6004168034042143,0.5913732910156249,0.98475164,True,False,,False,38.410003281701144
4,9348117034279,1591463813.0,271.8559813042876,-29.051226920011057,2.2940286407797994,-4.181886229318055,14.948479,1.011312055999308,0.6463217735290527,0.98475164,True,False,,True,24.271489343983394
4,9987071081431,1405481228.0,269.9653174639608,-35.931117114601584,355.47796949370087,-6.128841297938459,15.588539,1.3195658628311286,0.5433686256408699,0.98475164,True,False,,True,31.669580707947087
4,9937964002142,61051733.0,273.9247898276357,-35.43648602977758,357.4505599531833,-8.729008456058718,15.060844,1.6572617064823794,0.90193058013916,0.98475164,True,False,,True,39.774280955577105
4,9348108001190,1589855437.0,271.09963826266755,-29.024271017993517,1.9961774232978715,-3.5905342706668426,14.617233,1.900585271611387,0.2376006126403815,0.98475164,True,False,,True,45.614046518673284
4,9335817003806,1603573441.0,270.7728337598277,-28.950120175832616,1.9209816930525572,-3.304906595586499,15.212492,1.633374656216115,0.9202999687194832,0.98475164,True,False,,True,39.20099174918676
4,9466862042164,1424824775.0,268.4432068499955,-30.28998918845346,359.7482554649625,-2.2156343705581287,14.921025,1.065254281523271,0.5972942352294925,0.98475164,True,False,,True,25.566102756558507
4,9581563001412,1419330057.0,269.5620837692118,-31.48366203184079,359.19613159816646,-3.644877503363203,15.598897,1.7440288811182711,0.6826455593109131,0.98475164,True,False,,True,41.85669314683851
4,9524264066435,59934202.0,273.5433600183452,-30.893760612011736,1.363902777097557,-6.3436890905143,15.28024,0.1292961929619296,0.5611929416656487,0.98316133,True,False,,True,3.10310863108631
