sourceid,uniqueid,tic_id,ra,dec,tic_tmag,cv_prob,composite_score,tess_sectors,target,Observable In Cycle 8,Edge Warning,Separation_1,Long.,Lat.,Sector,Camera,CCD,Col,Row,midpoint,GroupID,GroupSize,Separation
11251759136861,36861000085102,1.240477493E9,241.6865744242853,-52.043541682501576,17.3972,0.90323836,0.05191860529280574,,TIC 1240477493.0,true,false,0.0,250.2034,-30.5325,12,2,4,500.1466,120.4868,June 2019,17,5,0.16378434675318448
11251759136861,36861000085102,1.240477493E9,241.6865744242853,-52.043541682501576,17.3972,0.90323836,0.05191860529280574,,TIC 1240477493.0,true,false,0.0,250.2034,-30.5325,39,2,4,1370.0509,162.8401,June 2021,17,5,0.16378434675318448
11251759136861,36861000085102,1.240477493E9,241.6865744242853,-52.043541682501576,17.3972,0.90323836,0.05191860529280574,,TIC 1240477493.0,true,false,0.0,250.2034,-30.5325,65,1,2,1867.4016,18.5187,May 2023,17,5,0.16378434675318448
11251759136861,36861000085102,1.240477493E9,241.6865744242853,-52.043541682501576,17.3972,0.90323836,0.05191860529280574,,TIC 1240477493.0,true,false,0.0,250.2034,-30.5325,102,2,3,262.237,1900.8705,April 2026,17,5,0.16378434675318448
11251759136861,36861000085102,1.240477493E9,241.6865744242853,-52.043541682501576,17.3972,0.90323836,0.05191860529280574,,TIC 1240477493.0,true,false,0.0,250.2034,-30.5325,103,1,1,1821.2944,1177.5697,May 2026,17,5,0.16378434675318448
11833841005561,5561000107515,3.81633115E8,182.64393068007527,-61.75380687134876,19.1091,0.91790104,0.048034760402112076,,TIC 381633115.0,true,false,0.0,218.0813,-53.0868,10,3,1,84.8008,104.7062,April 2019,22,8,0.05872183340342395
11833841005561,5561000107515,3.81633115E8,182.64393068007527,-61.75380687134876,19.1091,0.91790104,0.048034760402112076,,TIC 381633115.0,true,false,0.0,218.0813,-53.0868,11,2,1,1326.0793,116.1559,May 2019,22,8,0.05872183340342395
11833841005561,5561000107515,3.81633115E8,182.64393068007527,-61.75380687134876,19.1091,0.91790104,0.048034760402112076,,TIC 381633115.0,true,false,0.0,218.0813,-53.0868,37,2,2,1341.6929,37.5298,April 2021,22,8,0.05872183340342395
11833841005561,5561000107515,3.81633115E8,182.64393068007527,-61.75380687134876,19.1091,0.91790104,0.048034760402112076,,TIC 381633115.0,true,false,0.0,218.0813,-53.0868,38,2,1,692.2383,6.5611,May 2021,22,8,0.05872183340342395
11833841005561,5561000107515,3.81633115E8,182.64393068007527,-61.75380687134876,19.1091,0.91790104,0.048034760402112076,,TIC 381633115.0,true,false,0.0,218.0813,-53.0868,64,2,2,695.6107,387.9051,April 2023,22,8,0.05872183340342395
11833841005561,5561000107515,3.81633115E8,182.64393068007527,-61.75380687134876,19.1091,0.91790104,0.048034760402112076,,TIC 381633115.0,true,false,0.0,218.0813,-53.0868,99,4,2,583.4449,259.6724,January 2026,22,8,0.05872183340342395
11833841005561,5561000107515,3.81633115E8,182.64393068007527,-61.75380687134876,19.1091,0.91790104,0.048034760402112076,,TIC 381633115.0,true,false,0.0,218.0813,-53.0868,100,3,2,756.544,1553.3698,February 2026,22,8,0.05872183340342395
11833841005561,5561000107515,3.81633115E8,182.64393068007527,-61.75380687134876,19.1091,0.91790104,0.048034760402112076,,TIC 381633115.0,true,false,0.0,218.0813,-53.0868,101,2,1,231.9537,1009.3068,March 2026,22,8,0.05872183340342395
9917462023764,23764000049808,5.5833822E7,271.9620810818148,-35.17367168554693,14.3113,0.9684872,0.06767290183281743,,TIC 55833822.0,true,false,0.0,271.638,-11.7455,13,1,4,1591.4471,1049.3846,July 2019,25,4,0.11120133635197185
9917462023764,23764000049808,5.5833822E7,271.9620810818148,-35.17367168554693,14.3113,0.9684872,0.06767290183281743,,TIC 55833822.0,true,false,0.0,271.638,-11.7455,66,1,3,1057.2856,796.1907,June 2023,25,4,0.11120133635197185
9917462023764,23764000049808,5.5833822E7,271.9620810818148,-35.17367168554693,14.3113,0.9684872,0.06767290183281743,,TIC 55833822.0,true,false,0.0,271.638,-11.7455,93,1,3,1137.0662,793.7345,June 2025,25,4,0.11120133635197185
9917462023764,23764000049808,5.5833822E7,271.9620810818148,-35.17367168554693,14.3113,0.9684872,0.06767290183281743,,TIC 55833822.0,true,false,0.0,271.638,-11.7455,104,1,3,576.2287,281.53,May 2026,25,4,0.11120133635197185
10253313012242,12242000066205,1.552527863E9,270.10844552899,-39.00957213658457,17.4983,0.9766896,0.05581625643633953,,TIC 1552527863.0,true,false,0.0,270.0875,-15.5703,13,1,4,1821.2718,1729.111,July 2019,28,10,0.1657281243661576
10253313012242,12242000066205,1.552527863E9,270.10844552899,-39.00957213658457,17.4983,0.9766896,0.05581625643633953,,TIC 1552527863.0,true,false,0.0,270.0875,-15.5703,39,1,3,332.5588,1734.3337,June 2021,28,10,0.1657281243661576
10253313012242,12242000066205,1.552527863E9,270.10844552899,-39.00957213658457,17.4983,0.9766896,0.05581625643633953,,TIC 1552527863.0,true,false,0.0,270.0875,-15.5703,66,1,3,1355.2251,1452.4749,June 2023,28,10,0.1657281243661576
10253313012242,12242000066205,1.552527863E9,270.10844552899,-39.00957213658457,17.4983,0.9766896,0.05581625643633953,,TIC 1552527863.0,true,false,0.0,270.0875,-15.5703,93,1,3,1432.2393,1449.7874,June 2025,28,10,0.1657281243661576
10253313012242,12242000066205,1.552527863E9,270.10844552899,-39.00957213658457,17.4983,0.9766896,0.05581625643633953,,TIC 1552527863.0,true,false,0.0,270.0875,-15.5703,104,1,3,1255.0005,595.4267,May 2026,28,10,0.1657281243661576
10253313012242,12242000066205,1.552527863E9,270.10844552899,-39.00957213658457,17.4983,0.9766896,0.05581625643633953,,TIC 1552527863.0,true,false,0.0,270.0875,-15.5703,13,1,4,1821.2718,1729.111,July 2019,28,10,0.1657281243661576
10253313012242,12242000066205,1.552527863E9,270.10844552899,-39.00957213658457,17.4983,0.9766896,0.05581625643633953,,TIC 1552527863.0,true,false,0.0,270.0875,-15.5703,39,1,3,332.5588,1734.3337,June 2021,28,10,0.1657281243661576
10253313012242,12242000066205,1.552527863E9,270.10844552899,-39.00957213658457,17.4983,0.9766896,0.05581625643633953,,TIC 1552527863.0,true,false,0.0,270.0875,-15.5703,66,1,3,1355.2251,1452.4749,June 2023,28,10,0.1657281243661576
10253313012242,12242000066205,1.552527863E9,270.10844552899,-39.00957213658457,17.4983,0.9766896,0.05581625643633953,,TIC 1552527863.0,true,false,0.0,270.0875,-15.5703,93,1,3,1432.2393,1449.7874,June 2025,28,10,0.1657281243661576
10253313012242,12242000066205,1.552527863E9,270.10844552899,-39.00957213658457,17.4983,0.9766896,0.05581625643633953,,TIC 1552527863.0,true,false,0.0,270.0875,-15.5703,104,1,3,1255.0005,595.4267,May 2026,28,10,0.1657281243661576
10060767047078,47078000026909,4.69154135E8,267.1179281656512,-36.809408367918245,13.5243,0.94374985,0.06978178907595957,,TIC 469154135.0,true,false,0.0,267.6283,-13.3939,39,1,3,734.544,1338.8053,June 2021,58,4,0.08839700452265184
10060767047078,47078000026909,4.69154135E8,267.1179281656512,-36.809408367918245,13.5243,0.94374985,0.06978178907595957,,TIC 469154135.0,true,false,0.0,267.6283,-13.3939,66,1,3,1749.1244,1064.6703,June 2023,58,4,0.08839700452265184
10060767047078,47078000026909,4.69154135E8,267.1179281656512,-36.809408367918245,13.5243,0.94374985,0.06978178907595957,,TIC 469154135.0,true,false,0.0,267.6283,-13.3939,93,1,3,1826.7093,1062.9057,June 2025,58,4,0.08839700452265184
10060767047078,47078000026909,4.69154135E8,267.1179281656512,-36.809408367918245,13.5243,0.94374985,0.06978178907595957,,TIC 469154135.0,true,false,0.0,267.6283,-13.3939,104,1,3,1279.6642,12.1247,May 2026,58,4,0.08839700452265184
11786720024204,24204000328929,4.42881661E8,198.5718557572657,-60.86758407548117,18.3486,0.9192955,0.050101669882170845,,TIC 442881661.0,true,false,0.0,226.7004,-47.7094,11,2,2,74.2121,1120.8991,May 2019,60,7,0.09534487001962845
11786720024204,24204000328929,4.42881661E8,198.5718557572657,-60.86758407548117,18.3486,0.9192955,0.050101669882170845,,TIC 442881661.0,true,false,0.0,226.7004,-47.7094,38,2,1,1558.5936,1097.3137,May 2021,60,7,0.09534487001962845
11786720024204,24204000328929,4.42881661E8,198.5718557572657,-60.86758407548117,18.3486,0.9192955,0.050101669882170845,,TIC 442881661.0,true,false,0.0,226.7004,-47.7094,64,2,2,1800.1169,1151.8369,April 2023,60,7,0.09534487001962845
11786720024204,24204000328929,4.42881661E8,198.5718557572657,-60.86758407548117,18.3486,0.9192955,0.050101669882170845,,TIC 442881661.0,true,false,0.0,226.7004,-47.7094,65,2,1,789.0455,1297.5489,May 2023,60,7,0.09534487001962845
11786720024204,24204000328929,4.42881661E8,198.5718557572657,-60.86758407548117,18.3486,0.9192955,0.050101669882170845,,TIC 442881661.0,true,false,0.0,226.7004,-47.7094,99,4,1,1998.2128,1374.0553,January 2026,60,7,0.09534487001962845
11786720024204,24204000328929,4.42881661E8,198.5718557572657,-60.86758407548117,18.3486,0.9192955,0.050101669882170845,,TIC 442881661.0,true,false,0.0,226.7004,-47.7094,100,3,4,292.7255,1900.4914,February 2026,60,7,0.09534487001962845
11786720024204,24204000328929,4.42881661E8,198.5718557572657,-60.86758407548117,18.3486,0.9192955,0.050101669882170845,,TIC 442881661.0,true,false,0.0,226.7004,-47.7094,101,2,1,1539.4036,665.9596,March 2026,60,7,0.09534487001962845
9958405010565,10565000191715,1.560507356E9,270.4210287491214,-35.66388108967791,17.4149,0.9613848,0.05520472698666085,,TIC 1560507356.0,true,false,0.0,270.35,-12.2251,13,1,4,1813.2867,1139.872,July 2019,72,5,0.10480688328163151
9958405010565,10565000191715,1.560507356E9,270.4210287491214,-35.66388108967791,17.4149,0.9613848,0.05520472698666085,,TIC 1560507356.0,true,false,0.0,270.35,-12.2251,39,1,3,245.4796,1148.1941,June 2021,72,5,0.10480688328163151
9958405010565,10565000191715,1.560507356E9,270.4210287491214,-35.66388108967791,17.4149,0.9613848,0.05520472698666085,,TIC 1560507356.0,true,false,0.0,270.35,-12.2251,66,1,3,1282.2247,873.691,June 2023,72,5,0.10480688328163151
9958405010565,10565000191715,1.560507356E9,270.4210287491214,-35.66388108967791,17.4149,0.9613848,0.05520472698666085,,TIC 1560507356.0,true,false,0.0,270.35,-12.2251,93,1,3,1361.1683,871.4136,June 2025,72,5,0.10480688328163151
9958405010565,10565000191715,1.560507356E9,270.4210287491214,-35.66388108967791,17.4149,0.9613848,0.05520472698666085,,TIC 1560507356.0,true,false,0.0,270.35,-12.2251,104,1,3,796.862,187.1168,May 2026,72,5,0.10480688328163151
11903312023898,23898000049727,1.02474949E9,207.52297926746903,-63.14974128898052,20.4219,0.9293766,0.045508821412307374,,TIC 1024749490.0,true,false,0.0,233.7556,-47.3534,11,2,2,895.4647,1136.5721,May 2019,74,6,0.1518365636073598
11903312023898,23898000049727,1.02474949E9,207.52297926746903,-63.14974128898052,20.4219,0.9293766,0.045508821412307374,,TIC 1024749490.0,true,false,0.0,233.7556,-47.3534,38,2,2,207.6466,1180.2317,May 2021,74,6,0.1518365636073598
11903312023898,23898000049727,1.02474949E9,207.52297926746903,-63.14974128898052,20.4219,0.9293766,0.045508821412307374,,TIC 1024749490.0,true,false,0.0,233.7556,-47.3534,65,2,1,1608.7644,1432.7394,May 2023,74,6,0.1518365636073598
11903312023898,23898000049727,1.02474949E9,207.52297926746903,-63.14974128898052,20.4219,0.9293766,0.045508821412307374,,TIC 1024749490.0,true,false,0.0,233.7556,-47.3534,100,3,4,425.403,1092.3862,February 2026,74,6,0.1518365636073598
11903312023898,23898000049727,1.02474949E9,207.52297926746903,-63.14974128898052,20.4219,0.9293766,0.045508821412307374,,TIC 1024749490.0,true,false,0.0,233.7556,-47.3534,101,3,2,199.8014,87.6223,March 2026,74,6,0.1518365636073598
11903312023898,23898000049727,1.02474949E9,207.52297926746903,-63.14974128898052,20.4219,0.9293766,0.045508821412307374,,TIC 1024749490.0,true,false,0.0,233.7556,-47.3534,102,2,4,1741.2863,1711.6879,April 2026,74,6,0.1518365636073598
11877373015428,15428000008917,1.029262566E9,200.19640164916487,-62.623163571609226,17.5948,0.8972175,0.05099333325755337,,TIC 1029262566.0,true,false,0.0,229.1379,-48.7271,11,2,2,349.3118,937.3732,May 2019,93,7,0.12923745189347244
11877373015428,15428000008917,1.029262566E9,200.19640164916487,-62.623163571609226,17.5948,0.8972175,0.05099333325755337,,TIC 1029262566.0,true,false,0.0,229.1379,-48.7271,38,2,1,1845.7364,936.4139,May 2021,93,7,0.12923745189347244
11877373015428,15428000008917,1.029262566E9,200.19640164916487,-62.623163571609226,17.5948,0.8972175,0.05099333325755337,,TIC 1029262566.0,true,false,0.0,229.1379,-48.7271,64,2,2,2053.2396,902.8401,April 2023,93,7,0.12923745189347244
11877373015428,15428000008917,1.029262566E9,200.19640164916487,-62.623163571609226,17.5948,0.8972175,0.05099333325755337,,TIC 1029262566.0,true,false,0.0,229.1379,-48.7271,65,2,1,1090.7418,1156.3766,May 2023,93,7,0.12923745189347244
11877373015428,15428000008917,1.029262566E9,200.19640164916487,-62.623163571609226,17.5948,0.8972175,0.05099333325755337,,TIC 1029262566.0,true,false,0.0,229.1379,-48.7271,99,4,2,71.439,1601.9089,January 2026,93,7,0.12923745189347244
11877373015428,15428000008917,1.029262566E9,200.19640164916487,-62.623163571609226,17.5948,0.8972175,0.05099333325755337,,TIC 1029262566.0,true,false,0.0,229.1379,-48.7271,100,3,4,152.9857,1605.6837,February 2026,93,7,0.12923745189347244
11877373015428,15428000008917,1.029262566E9,200.19640164916487,-62.623163571609226,17.5948,0.8972175,0.05099333325755337,,TIC 1029262566.0,true,false,0.0,229.1379,-48.7271,101,2,1,1501.6948,325.1177,March 2026,93,7,0.12923745189347244
10019837000235,235000033327,1.40533141E9,269.792586571159,-36.31750737994743,17.298,0.96155757,0.05558778876170656,,TIC 1405331410.0,true,false,0.0,269.8286,-12.8783,13,1,4,1897.9362,1258.2543,July 2019,121,5,0.045095961575708665
10019837000235,235000033327,1.40533141E9,269.792586571159,-36.31750737994743,17.298,0.96155757,0.05558778876170656,,TIC 1405331410.0,true,false,0.0,269.8286,-12.8783,39,1,3,346.1707,1260.7145,June 2021,121,5,0.045095961575708665
10019837000235,235000033327,1.40533141E9,269.792586571159,-36.31750737994743,17.298,0.96155757,0.05558778876170656,,TIC 1405331410.0,true,false,0.0,269.8286,-12.8783,66,1,3,1376.2627,985.2647,June 2023,121,5,0.045095961575708665
10019837000235,235000033327,1.40533141E9,269.792586571159,-36.31750737994743,17.298,0.96155757,0.05558778876170656,,TIC 1405331410.0,true,false,0.0,269.8286,-12.8783,93,1,3,1454.652,983.0104,June 2025,121,5,0.045095961575708665
10019837000235,235000033327,1.40533141E9,269.792586571159,-36.31750737994743,17.298,0.96155757,0.05558778876170656,,TIC 1405331410.0,true,false,0.0,269.8286,-12.8783,104,1,3,945.2165,210.9893,May 2026,121,5,0.045095961575708665
9864193017219,17219000162409,1.56413619E9,270.12189552401946,-34.59186097176835,16.8554,0.95689225,0.05677066400085433,,TIC 1564136190.0,true,false,0.0,270.1023,-11.1526,13,1,4,1870.6487,950.0916,July 2019,126,7,0.1406670474542231
9864193017219,17219000162409,1.56413619E9,270.12189552401946,-34.59186097176835,16.8554,0.95689225,0.05677066400085433,,TIC 1564136190.0,true,false,0.0,270.1023,-11.1526,39,1,3,275.6362,955.8874,June 2021,126,7,0.1406670474542231
9864193017219,17219000162409,1.56413619E9,270.12189552401946,-34.59186097176835,16.8554,0.95689225,0.05677066400085433,,TIC 1564136190.0,true,false,0.0,270.1023,-11.1526,66,1,3,1314.7434,683.4782,June 2023,126,7,0.1406670474542231
9864193017219,17219000162409,1.56413619E9,270.12189552401946,-34.59186097176835,16.8554,0.95689225,0.05677066400085433,,TIC 1564136190.0,true,false,0.0,270.1023,-11.1526,91,4,3,101.5011,1267.0182,April 2025,126,7,0.1406670474542231
9864193017219,17219000162409,1.56413619E9,270.12189552401946,-34.59186097176835,16.8554,0.95689225,0.05677066400085433,,TIC 1564136190.0,true,false,0.0,270.1023,-11.1526,92,1,4,2019.1397,1459.3659,May 2025,126,7,0.1406670474542231
9864193017219,17219000162409,1.56413619E9,270.12189552401946,-34.59186097176835,16.8554,0.95689225,0.05677066400085433,,TIC 1564136190.0,true,false,0.0,270.1023,-11.1526,93,1,3,1394.2283,681.4183,June 2025,126,7,0.1406670474542231
9864193017219,17219000162409,1.56413619E9,270.12189552401946,-34.59186097176835,16.8554,0.95689225,0.05677066400085433,,TIC 1564136190.0,true,false,0.0,270.1023,-11.1526,104,1,3,685.869,10.1688,May 2026,126,7,0.1406670474542231
11969128051890,51890000105723,9.69680351E8,187.8721899569563,-64.45852000789353,18.5418,0.91200286,0.049186317401762505,,TIC 969680351.0,true,false,0.0,224.0442,-53.5455,11,2,1,1956.7759,81.9107,May 2019,127,8,0.06066226677779815
11969128051890,51890000105723,9.69680351E8,187.8721899569563,-64.45852000789353,18.5418,0.91200286,0.049186317401762505,,TIC 969680351.0,true,false,0.0,224.0442,-53.5455,37,3,1,179.7079,171.7792,April 2021,127,8,0.06066226677779815
11969128051890,51890000105723,9.69680351E8,187.8721899569563,-64.45852000789353,18.5418,0.91200286,0.049186317401762505,,TIC 969680351.0,true,false,0.0,224.0442,-53.5455,38,2,1,1338.9307,32.9774,May 2021,127,8,0.06066226677779815
11969128051890,51890000105723,9.69680351E8,187.8721899569563,-64.45852000789353,18.5418,0.91200286,0.049186317401762505,,TIC 969680351.0,true,false,0.0,224.0442,-53.5455,64,2,2,1312.3719,196.0088,April 2023,127,8,0.06066226677779815
11969128051890,51890000105723,9.69680351E8,187.8721899569563,-64.45852000789353,18.5418,0.91200286,0.049186317401762505,,TIC 969680351.0,true,false,0.0,224.0442,-53.5455,65,2,1,622.2308,218.4343,May 2023,127,8,0.06066226677779815
11969128051890,51890000105723,9.69680351E8,187.8721899569563,-64.45852000789353,18.5418,0.91200286,0.049186317401762505,,TIC 969680351.0,true,false,0.0,224.0442,-53.5455,99,4,2,752.6584,871.2164,January 2026,127,8,0.06066226677779815
11969128051890,51890000105723,9.69680351E8,187.8721899569563,-64.45852000789353,18.5418,0.91200286,0.049186317401762505,,TIC 969680351.0,true,false,0.0,224.0442,-53.5455,100,3,3,1430.4999,2038.176,February 2026,127,8,0.06066226677779815
11969128051890,51890000105723,9.69680351E8,187.8721899569563,-64.45852000789353,18.5418,0.91200286,0.049186317401762505,,TIC 969680351.0,true,false,0.0,224.0442,-53.5455,101,2,1,479.4185,422.3153,March 2026,127,8,0.06066226677779815
10118119015452,15452000126601,1.406221866E9,267.8382029646902,-37.41371186843157,16.6754,0.96766293,0.058029368410952666,,TIC 1406221866.0,true,false,0.0,268.2306,-13.9877,39,1,3,636.6185,1445.5347,June 2021,142,4,0.04319286074145476
10118119015452,15452000126601,1.406221866E9,267.8382029646902,-37.41371186843157,16.6754,0.96766293,0.058029368410952666,,TIC 1406221866.0,true,false,0.0,268.2306,-13.9877,66,1,3,1652.2405,1170.0287,June 2023,142,4,0.04319286074145476
10118119015452,15452000126601,1.406221866E9,267.8382029646902,-37.41371186843157,16.6754,0.96766293,0.058029368410952666,,TIC 1406221866.0,true,false,0.0,268.2306,-13.9877,93,1,3,1729.6093,1168.0659,June 2025,142,4,0.04319286074145476
10118119015452,15452000126601,1.406221866E9,267.8382029646902,-37.41371186843157,16.6754,0.96766293,0.058029368410952666,,TIC 1406221866.0,true,false,0.0,268.2306,-13.9877,104,1,3,1280.5471,165.533,May 2026,142,4,0.04319286074145476
11958129002565,2565000254820,1.01662254E9,208.922662769596,-64.25878604533656,18.0813,0.96150106,0.053176544828082054,,TIC 1016622540.0,true,false,0.0,235.3987,-47.9778,11,2,2,1077.4267,1006.1653,May 2019,145,7,0.06969506692493574
11958129002565,2565000254820,1.01662254E9,208.922662769596,-64.25878604533656,18.0813,0.96150106,0.053176544828082054,,TIC 1016622540.0,true,false,0.0,235.3987,-47.9778,38,2,2,394.2569,1065.6762,May 2021,145,7,0.06969506692493574
11958129002565,2565000254820,1.01662254E9,208.922662769596,-64.25878604533656,18.0813,0.96150106,0.053176544828082054,,TIC 1016622540.0,true,false,0.0,235.3987,-47.9778,65,2,1,1800.8113,1331.5937,May 2023,145,7,0.06969506692493574
11958129002565,2565000254820,1.01662254E9,208.922662769596,-64.25878604533656,18.0813,0.96150106,0.053176544828082054,,TIC 1016622540.0,true,false,0.0,235.3987,-47.9778,99,4,3,1973.2336,1892.2861,January 2026,145,7,0.06969506692493574
11958129002565,2565000254820,1.01662254E9,208.922662769596,-64.25878604533656,18.0813,0.96150106,0.053176544828082054,,TIC 1016622540.0,true,false,0.0,235.3987,-47.9778,100,3,4,324.5152,897.2857,February 2026,145,7,0.06969506692493574
11958129002565,2565000254820,1.01662254E9,208.922662769596,-64.25878604533656,18.0813,0.96150106,0.053176544828082054,,TIC 1016622540.0,true,false,0.0,235.3987,-47.9778,101,3,2,229.2049,315.8717,March 2026,145,7,0.06969506692493574
11958129002565,2565000254820,1.01662254E9,208.922662769596,-64.25878604533656,18.0813,0.96150106,0.053176544828082054,,TIC 1016622540.0,true,false,0.0,235.3987,-47.9778,102,2,4,1700.5565,1929.7833,April 2026,145,7,0.06969506692493574
9806876032959,32959000005711,5.7471694E7,272.49716193264214,-33.94767233244131,12.4379,0.17884634,0.014379142781337685,,TIC 57471694.0,true,false,0.0,272.1068,-10.5267,13,1,4,1521.6198,831.5911,July 2019,148,18,0.1523379765654991
9806876032959,32959000005711,5.7471694E7,272.49716193264214,-33.94767233244131,12.4379,0.17884634,0.014379142781337685,,TIC 57471694.0,true,false,0.0,272.1068,-10.5267,66,1,3,962.327,581.9457,June 2023,148,18,0.1523379765654991
9806876032959,32959000005711,5.7471694E7,272.49716193264214,-33.94767233244131,12.4379,0.17884634,0.014379142781337685,,TIC 57471694.0,true,false,0.0,272.1068,-10.5267,91,4,3,208.2121,917.4561,April 2025,148,18,0.1523379765654991
9806876032959,32959000005711,5.7471694E7,272.49716193264214,-33.94767233244131,12.4379,0.17884634,0.014379142781337685,,TIC 57471694.0,true,false,0.0,272.1068,-10.5267,92,1,4,1903.2385,1806.9446,May 2025,148,18,0.1523379765654991
9806876032959,32959000005711,5.7471694E7,272.49716193264214,-33.94767233244131,12.4379,0.17884634,0.014379142781337685,,TIC 57471694.0,true,false,0.0,272.1068,-10.5267,93,1,3,1043.1132,579.688,June 2025,148,18,0.1523379765654991
9806876032959,32959000005711,5.7471694E7,272.49716193264214,-33.94767233244131,12.4379,0.17884634,0.014379142781337685,,TIC 57471694.0,true,false,0.0,272.1068,-10.5267,104,1,3,353.8444,174.8479,May 2026,148,18,0.1523379765654991
9806876032959,32959000005711,5.7471694E7,272.49716193264214,-33.94767233244131,12.4379,0.17884634,0.014379142781337685,,TIC 57471694.0,true,false,0.0,272.1068,-10.5267,13,1,4,1521.6198,831.5911,July 2019,148,18,0.1523379765654991
9806876032959,32959000005711,5.7471694E7,272.49716193264214,-33.94767233244131,12.4379,0.17884634,0.014379142781337685,,TIC 57471694.0,true,false,0.0,272.1068,-10.5267,66,1,3,962.327,581.9457,June 2023,148,18,0.1523379765654991
9806876032959,32959000005711,5.7471694E7,272.49716193264214,-33.94767233244131,12.4379,0.17884634,0.014379142781337685,,TIC 57471694.0,true,false,0.0,272.1068,-10.5267,91,4,3,208.2121,917.4561,April 2025,148,18,0.1523379765654991
9806876032959,32959000005711,5.7471694E7,272.49716193264214,-33.94767233244131,12.4379,0.17884634,0.014379142781337685,,TIC 57471694.0,true,false,0.0,272.1068,-10.5267,92,1,4,1903.2385,1806.9446,May 2025,148,18,0.1523379765654991
9806876032959,32959000005711,5.7471694E7,272.49716193264214,-33.94767233244131,12.4379,0.17884634,0.014379142781337685,,TIC 57471694.0,true,false,0.0,272.1068,-10.5267,93,1,3,1043.1132,579.688,June 2025,148,18,0.1523379765654991
9806876032959,32959000005711,5.7471694E7,272.49716193264214,-33.94767233244131,12.4379,0.17884634,0.014379142781337685,,TIC 57471694.0,true,false,0.0,272.1068,-10.5267,104,1,3,353.8444,174.8479,May 2026,148,18,0.1523379765654991
9806876032959,32959000005711,5.7471694E7,272.49716193264214,-33.94767233244131,12.4379,0.17884634,0.014379142781337685,,TIC 57471694.0,true,false,0.0,272.1068,-10.5267,13,1,4,1521.6198,831.5911,July 2019,148,18,0.1523379765654991
9806876032959,32959000005711,5.7471694E7,272.49716193264214,-33.94767233244131,12.4379,0.17884634,0.014379142781337685,,TIC 57471694.0,true,false,0.0,272.1068,-10.5267,66,1,3,962.327,581.9457,June 2023,148,18,0.1523379765654991
9806876032959,32959000005711,5.7471694E7,272.49716193264214,-33.94767233244131,12.4379,0.17884634,0.014379142781337685,,TIC 57471694.0,true,false,0.0,272.1068,-10.5267,91,4,3,208.2121,917.4561,April 2025,148,18,0.1523379765654991
9806876032959,32959000005711,5.7471694E7,272.49716193264214,-33.94767233244131,12.4379,0.17884634,0.014379142781337685,,TIC 57471694.0,true,false,0.0,272.1068,-10.5267,92,1,4,1903.2385,1806.9446,May 2025,148,18,0.1523379765654991
9806876032959,32959000005711,5.7471694E7,272.49716193264214,-33.94767233244131,12.4379,0.17884634,0.014379142781337685,,TIC 57471694.0,true,false,0.0,272.1068,-10.5267,93,1,3,1043.1132,579.688,June 2025,148,18,0.1523379765654991
9806876032959,32959000005711,5.7471694E7,272.49716193264214,-33.94767233244131,12.4379,0.17884634,0.014379142781337685,,TIC 57471694.0,true,false,0.0,272.1068,-10.5267,104,1,3,353.8444,174.8479,May 2026,148,18,0.1523379765654991
10241008021118,21118000021823,2.46329173E8,268.651990121476,-38.8942703089781,12.7126,0.18081498,0.014223288705693563,,TIC 246329173.0,true,false,0.0,268.9115,-15.4601,13,1,4,2028.4621,1719.4638,July 2019,151,10,0.10538008430066831
10241008021118,21118000021823,2.46329173E8,268.651990121476,-38.8942703089781,12.7126,0.18081498,0.014223288705693563,,TIC 246329173.0,true,false,0.0,268.9115,-15.4601,39,1,3,534.3139,1705.9562,June 2021,151,10,0.10538008430066831
10241008021118,21118000021823,2.46329173E8,268.651990121476,-38.8942703089781,12.7126,0.18081498,0.014223288705693563,,TIC 246329173.0,true,false,0.0,268.9115,-15.4601,66,1,3,1549.0369,1426.847,June 2023,151,10,0.10538008430066831
10241008021118,21118000021823,2.46329173E8,268.651990121476,-38.8942703089781,12.7126,0.18081498,0.014223288705693563,,TIC 246329173.0,true,false,0.0,268.9115,-15.4601,93,1,3,1625.7777,1424.5542,June 2025,151,10,0.10538008430066831
10241008021118,21118000021823,2.46329173E8,268.651990121476,-38.8942703089781,12.7126,0.18081498,0.014223288705693563,,TIC 246329173.0,true,false,0.0,268.9115,-15.4601,104,1,3,1381.5819,441.7228,May 2026,151,10,0.10538008430066831
10241008021118,21118000021823,2.46329173E8,268.651990121476,-38.8942703089781,12.7126,0.18081498,0.014223288705693563,,TIC 246329173.0,true,false,0.0,268.9115,-15.4601,13,1,4,2028.4621,1719.4638,July 2019,151,10,0.10538008430066831
10241008021118,21118000021823,2.46329173E8,268.651990121476,-38.8942703089781,12.7126,0.18081498,0.014223288705693563,,TIC 246329173.0,true,false,0.0,268.9115,-15.4601,39,1,3,534.3139,1705.9562,June 2021,151,10,0.10538008430066831
10241008021118,21118000021823,2.46329173E8,268.651990121476,-38.8942703089781,12.7126,0.18081498,0.014223288705693563,,TIC 246329173.0,true,false,0.0,268.9115,-15.4601,66,1,3,1549.0369,1426.847,June 2023,151,10,0.10538008430066831
